SID:030,4,HAROB6,RW16L,RENBE,K1,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,HAROB6,RW16L,RICHR,K1,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,HAROB6,RW16L,EMRLD,K1,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,4,HAROB6,RW16L,HAROB,K1,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,HAROB6,RW16R, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,1640,    ,+,00932,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,HAROB6,RW16R,WESET,K1,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,HAROB6,RW16R,RENBE,K1,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,HAROB6,RW16R,RICHR,K1,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,HAROB6,RW16R,EMRLD,K1,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,4,HAROB6,RW16R,HAROB,K1,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,HAROB6,RW34C, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3440,    ,+,00932,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,HAROB6,RW34C,NESOE,K1,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,HAROB6,RW34C,WUREL,K1,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,HAROB6,RW34C,ATOME,K1,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,HAROB6,RW34C,BREMM,K1,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,4,HAROB6,RW34C,HAROB,K1,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,HAROB6,RW34L, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3440,    ,+,00932,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,HAROB6,RW34L,CUSBU,K1,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,HAROB6,RW34L,WUREL,K1,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,HAROB6,RW34L,ATOME,K1,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,HAROB6,RW34L,BREMM,K1,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,4,HAROB6,RW34L,HAROB,K1,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,HAROB6,RW34R, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3440,    ,+,00932,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,HAROB6,RW34R,DODVE,K1,P,C,EY  , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,HAROB6,RW34R,WUREL,K1,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,4,HAROB6,RW34R,ATOME,K1,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,4,HAROB6,RW34R,BREMM,K1,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,4,HAROB6,RW34R,HAROB,K1,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,HAROB6,ERAVE,HAROB,K1,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,HAROB6,ERAVE,ERAVE,K1,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,HAROB6,FEPOT,HAROB,K1,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,HAROB6,FEPOT,FEPOT,K1,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,HAROB6,HISKU,HAROB,K1,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,HAROB6,HISKU,FEPOT,K1,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,6,HAROB6,HISKU,HISKU,K1,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,6,HAROB6,HQM,HAROB,K1,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,10000,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,6,HAROB6,HQM,HQM,K1,D, ,VE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,ISBRG1,RW34C, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3440,    ,+,00940,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,ISBRG1,RW34C,NESOE,K1,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,ISBRG1,RW34C,WUREL,K1,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,ISBRG1,RW34L, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3440,    ,+,00940,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,ISBRG1,RW34L,CUSBU,K1,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,ISBRG1,RW34L,WUREL,K1,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,ISBRG1,RW34R, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3440,    ,+,00940,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,ISBRG1,RW34R,DODVE,K1,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,ISBRG1,RW34R,WUREL,K1,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ISBRG1, ,WUREL,K1,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03100,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,5,ISBRG1, ,ATOME,K1,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ISBRG1, ,BREMM,K1,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ISBRG1, ,ISBRG,K1,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ISBRG1, ,ISBRG,K1,P,C,EE  , ,   ,FM, ,SKA,K1,D, ,      ,2561,2011,2590,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,JEFPO1,RW34C, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3440,    ,+,00940,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,JEFPO1,RW34C,NESOE,K1,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,JEFPO1,RW34C,WUREL,K1,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,JEFPO1,RW34L, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3440,    ,+,00940,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,JEFPO1,RW34L,CUSBU,K1,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,JEFPO1,RW34L,WUREL,K1,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,JEFPO1,RW34R, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3440,    ,+,00940,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,JEFPO1,RW34R,DODVE,K1,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,JEFPO1,RW34R,WUREL,K1,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,JEFPO1, ,WUREL,K1,P,C,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03100,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,5,JEFPO1, ,ATOME,K1,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,JEFPO1, ,CENEX,K1,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,JEFPO1, ,JEFPO,K1,P,C,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,JEFPO1, ,JEFPO,K1,P,C,EE  , ,   ,FM, ,SKA,K1,D, ,      ,2579,1947,3430,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,MONTN2,RW16C, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1640,    ,+,00840,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,MONTN2,RW16C,PEAKK,K1,E,A,EY  , ,   ,CF, ,SEA,K1,D, ,      ,1610,0050,1610,0060,+,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,MONTN2,RW16C, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,0710,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,MONTN2,RW16L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1640,    ,+,00840,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,MONTN2,RW16L,PEAKK,K1,E,A,EY  , ,   ,CF, ,SEA,K1,D, ,      ,1610,0050,1610,0060,+,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,MONTN2,RW16L, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,0710,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,MONTN2,RW16R, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1640,    ,+,00840,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,MONTN2,RW16R,PEAKK,K1,E,A,EY  , ,   ,CF, ,SEA,K1,D, ,      ,1610,0050,1610,0060,+,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,MONTN2,RW16R, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,0710,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,MONTN2,RW34C, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3440,    ,+,00840,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,MONTN2,RW34C,NEZUG,K1,E,A,EY  , ,   ,CF, ,SEA,K1,D, ,      ,3410,0080,3410,0070,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,MONTN2,RW34C, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,0710,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,MONTN2,RW34L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3440,    ,+,00840,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,MONTN2,RW34L,NEZUG,K1,E,A,EY  , ,   ,CF, ,SEA,K1,D, ,      ,3410,0080,3410,0070,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,MONTN2,RW34L, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,0710,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,1,MONTN2,RW34R, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3440,    ,+,00840,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,1,MONTN2,RW34R,NEZUG,K1,E,A,EY  , ,   ,CF, ,SEA,K1,D, ,      ,3410,0080,3410,0070,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,1,MONTN2,RW34R, , , , , E  , ,   ,VM, , , , , ,      ,    ,    ,0710,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,OZWLD1,RW34C, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3440,    ,+,00940,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,OZWLD1,RW34C,NESOE,K1,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,OZWLD1,RW34C,WUREL,K1,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03100,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,4,OZWLD1,RW34L, , , , ,    , ,   ,VA, , , , , ,      ,    ,    ,3440,    ,+,00940,     ,18000, ,   ,    ,   , , , , , , , , ;
SID:020,4,OZWLD1,RW34L,CUSBU,K1,P,C,E   , ,   ,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,4,OZWLD1,RW34L,WUREL,K1,P,C,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,03100,     ,     , ,   ,    ,   , , , , , , , , ;
